tradition_oid,group_Berezkin,lat,lon,biome_wwf,ecoregion,bbox_half_deg_used,total_available_in_final_bbox,n_sampled
217.0,Ancient China,35.0,113.0,Temperate Broadleaf & Mixed Forests,Huang He Plain mixed forests,0.5,657,50
218.0,Buduma,12.800000190734863,14.399999618530273,Flooded Grasslands & Savannas,Lake Chad flooded savanna,1.0,142,50
219.0,Eest Greenland Eskimo,66.0,-37.0,Tundra,Kalaallit Nunaat Arctic steppe,0.5,256,50
220.0,Easter Island,-27.17116928100586,-109.37930297851562,Tropical & Subtropical Moist Broadleaf Forests,Rapa Nui and Sala y Gómez subtropical forests,0.5,1519,50
221.0,"Abor,Gallong,Tani",28.5,95.0,Temperate Broadleaf & Mixed Forests,Eastern Himalayan broadleaf forests,0.5,2284,50
222.0,Eastern Cree,52.0,-75.0,Boreal Forests/Taiga,Central Canadian Shield forests,1.0,174,50
223.0,Eastern Keres,35.5,-107.0,Deserts & Xeric Shrublands,Colorado Plateau shrublands,0.5,87966,50
224.0,Eastern Khanty(Ostyaks),61.0,75.0,Boreal Forests/Taiga,West Siberian taiga,0.5,476,50
225.0,"Eastern Sami, incl. Skolts",68.0,33.0,Boreal Forests/Taiga,Scandinavian and Russian taiga,0.5,4481,50
226.0,Eastern Shohone,43.0,-109.0,Deserts & Xeric Shrublands,Wyoming Basin shrub steppe,0.5,4543,50
227.0,Swampy Cree (Eastern),54.0,-84.0,Boreal Forests/Taiga,Southern Hudson Bay taiga,0.5,134,50
228.0,Tibetans: Kham,30.0,97.0,Temperate Conifer Forests,Nujiang Langcang Gorge alpine conifer and mixed forests,1.0,125,50
229.0,Mbuti & Efe Pigmies,1.0,29.5,Tropical & Subtropical Moist Broadleaf Forests,Northeast Congolian lowland forests,0.5,338,50
230.0,"Mpongwe,Nkomi,Mindumu",-2.0,12.0,Tropical & Subtropical Moist Broadleaf Forests,Northwest Congolian lowland forests,0.5,75,50
231.0,Enets,71.0,83.0,Tundra,Yamal-Gydan tundra,2.0,65,50
232.0,England,52.5,-1.0,Temperate Broadleaf & Mixed Forests,Celtic broadleaf forests,0.5,142451,50
233.0,Ese'ejja,-12.0,-68.5,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests,0.5,315,50
234.0,Estonians,58.70000076293945,25.0,Temperate Broadleaf & Mixed Forests,Sarmatic mixed forests,0.5,2591,50
235.0,Evens (Lamuts),63.0,144.0,Boreal Forests/Taiga,Northeast Siberian taiga,5.0,1055,50
236.0,Kamchatka Evens,55.67921829223633,158.5605010986328,Tundra,Kamchatka tundra,0.5,2766,50
237.0,Ewe,6.0,1.0,Mangroves,Central African mangroves,0.5,587,50
238.0,Eyak,60.5,-144.0,Tundra,Pacific Coastal Mountain icefields and tundra,1.0,866,50
239.0,"Fang,Bube,Bulu,Tanga",3.0,12.0,Tropical & Subtropical Moist Broadleaf Forests,Northwest Congolian lowland forests,0.5,324,50
240.0,Fataluku,-8.399999618530273,127.0,Tropical & Subtropical Dry Broadleaf Forests,Timor and Wetar deciduous forests,0.5,1084,50
241.0,Fiji,-17.5,178.5,Tropical & Subtropical Moist Broadleaf Forests,Fiji tropical moist forests,0.5,8213,50
242.0,Finns,61.0,24.0,Boreal Forests/Taiga,Scandinavian and Russian taiga,0.5,33309,50
243.0,"Fipa,Bende,Iramba",-7.0,31.0,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Central Zambezian wet miombo woodlands,0.5,815,50
244.0,Flathead,47.5,-113.5,Temperate Conifer Forests,Northern Rockies conifer forests,0.5,4237,50
245.0,Flores,-9.0,122.0,Tropical & Subtropical Dry Broadleaf Forests,Lesser Sundas deciduous forests,0.5,775,50
246.0,Fon,7.0,2.0,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Guinean forest-savanna,0.5,2665,50
247.0,Forest Nenets,64.0,73.0,Boreal Forests/Taiga,West Siberian taiga,2.0,3337,50
248.0,French,47.0,2.0,Temperate Broadleaf & Mixed Forests,Western European broadleaf forests,0.5,7615,50
250.0,Gabrielino,34.0,-118.0,"Mediterranean Forests, Woodlands & Scrub",California coastal sage and chaparral,0.5,1457724,50
251.0,Gagauz,46.20000076293945,28.700000762939453,"Temperate Grasslands, Savannas & Shrublands",Pontic steppe,0.5,486,50
252.0,"Ganda,Nyoro,Haya",0.0,31.5,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Victoria Basin forest-savanna,0.5,554,50
253.0,"Garo,Bodo,Hami,Riga",24.799999237060547,92.5,Tropical & Subtropical Moist Broadleaf Forests,Lower Gangetic Plains moist deciduous forests,0.5,18566,50
254.0,"Tigre, Tigrigna",15.0,39.0,Montane Grasslands & Shrublands,Ethiopian montane grasslands and woodlands,0.5,140,50
255.0,Georgians,42.0,44.0,Temperate Broadleaf & Mixed Forests,Caucasus mixed forests,0.5,3789,50
256.0,Germans,49.880550384521484,10.175780296325684,Temperate Broadleaf & Mixed Forests,Western European broadleaf forests,0.5,36702,50
257.0,"Gilbert,Nauru,Banaba",0.4000000059604645,173.8000030517578,Tropical & Subtropical Moist Broadleaf Forests,Eastern Micronesia tropical moist forests,0.5,437,50
258.0,"Gogo,Zaramo,Kaguru",-7.0,38.0,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Dry miombo woodlands,0.5,2619,50
259.0,Gola,7.400000095367432,-10.699999809265137,Tropical & Subtropical Moist Broadleaf Forests,Western Guinean lowland forests,0.5,1101,50
260.0,Gondi,21.399999618530273,79.5,Tropical & Subtropical Dry Broadleaf Forests,Central Deccan Plateau dry deciduous forests,0.5,3697,50
261.0,Greeks (modern),39.0,23.0,"Mediterranean Forests, Woodlands & Scrub",Aegean and Western Turkey sclerophyllous and mixed forests,0.5,11384,50
262.0,Cyprus Greeks,34.79999923706055,33.0,"Mediterranean Forests, Woodlands & Scrub",Cyprus Mediterranean forests,0.5,27209,50
263.0,Gros Ventre,50.0,-109.0,"Temperate Grasslands, Savannas & Shrublands",Northern Shortgrass prairie,0.5,4086,50
264.0,Guajiro,12.0,-71.62647247314453,Deserts & Xeric Shrublands,Guajira-Barranquilla xeric scrub,0.5,243,50
265.0,Guarani,-25.5,-54.0,Tropical & Subtropical Moist Broadleaf Forests,Alto Paraná Atlantic forests,0.5,44994,50
266.0,Guayabero,2.200000047683716,-73.0,Tropical & Subtropical Moist Broadleaf Forests,Caqueta moist forests,0.5,1988,50
267.0,"Guaymi,Bocota",8.434800148010254,-81.8408203125,Tropical & Subtropical Moist Broadleaf Forests,Talamancan montane forests,0.5,7758,50
268.0,"Karina, Galibi",5.0,-59.0,Tropical & Subtropical Moist Broadleaf Forests,Guianan Highlands moist forests,0.5,2468,50
269.0,Gujarati,22.0,72.0,Deserts & Xeric Shrublands,Aravalli west thorn scrub forests,0.5,3591,50
270.0,Veracruz Nahuatl,17.799999237060547,-94.0,Tropical & Subtropical Moist Broadleaf Forests,Petén-Veracruz moist forests,0.5,4730,50
271.0,Hadza,-3.5999999046325684,34.79999923706055,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Southern Acacia-Commiphora bushlands and thickets,0.5,938,50
272.0,Haida,53.0,-132.0,Temperate Conifer Forests,Queen Charlotte Islands conifer forests,0.5,8004,50
273.0,Halmahera,1.0,128.39999389648438,Tropical & Subtropical Moist Broadleaf Forests,Halmahera rain forests,0.5,907,50
274.0,Han,62.79999923706055,-142.0,Boreal Forests/Taiga,Interior Alaska-Yukon lowland taiga,0.5,163,50
275.0,Harakmbet,-12.0,-71.0,Tropical & Subtropical Moist Broadleaf Forests,Southwest Amazon moist forests,0.5,5731,50
276.0,Hare,67.0,-125.0,Boreal Forests/Taiga,Northwest Territories taiga,2.0,417,50
277.0,Hausa,12.0,7.0,"Tropical & Subtropical Grasslands, Savannas & Shrublands",West Sudanian savanna,1.0,716,50
278.0,Hawaii,20.578889846801758,-156.32980346679688,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Hawai'i tropical low shrublands,0.5,81681,50
279.0,"Konde,Matumbi,Pangwa",-9.0,37.0,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Dry miombo woodlands,0.5,139,50
280.0,"Heiltsuk,Oowekeeno",51.70000076293945,-128.0,Temperate Conifer Forests,Central Pacific Northwest coastal forests,0.5,38906,50
281.0,Herrero,-21.5,18.0,Deserts & Xeric Shrublands,Kalahari xeric savanna,0.5,210,50
282.0,Hidatsa,47.0,-102.0,"Temperate Grasslands, Savannas & Shrublands",Northern Shortgrass prairie,0.5,912,50
283.0,Highland Tajik,38.5,71.5,N/A,Rock and Ice,0.5,186,50
284.0,"Hindi, Chhattisgarhi",25.278179168701172,80.19727325439453,Tropical & Subtropical Moist Broadleaf Forests,Upper Gangetic Plains moist deciduous forests,0.5,467,50
285.0,Hitchiti,31.5,-85.0,"Temperate Grasslands, Savannas & Shrublands",Southeast US conifer savannas,0.5,9763,50
286.0,"Hittite, Hurrit",39.0,38.0,Temperate Broadleaf & Mixed Forests,Eastern Anatolian deciduous forests,1.0,548,50
287.0,Hixkaryana,-1.0,-59.0,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests,1.0,440,50
288.0,Hopi,36.5,-110.0,Deserts & Xeric Shrublands,Colorado Plateau shrublands,0.5,1013,50
289.0,Hoti,5.5,-65.5,Tropical & Subtropical Moist Broadleaf Forests,Guianan Highlands moist forests,2.0,292,50
290.0,Huastec,21.5,-98.0,Tropical & Subtropical Moist Broadleaf Forests,Veracruz moist forests,0.5,4730,50
291.0,Huave,16.399999618530273,-94.69999694824219,Tropical & Subtropical Dry Broadleaf Forests,Southern Pacific dry forests,0.5,16787,50
292.0,Dungan,37.0,107.0,Montane Grasslands & Shrublands,Ordos Plateau steppe,2.0,723,50
293.0,Huichol,22.5,-104.5,Tropical & Subtropical Dry Broadleaf Forests,Sinaloan dry forests,0.5,861,50
294.0,Hungarians,47.0,19.5,Temperate Broadleaf & Mixed Forests,Pannonian mixed forests,0.5,45499,50
295.0,"Hupa,Chilula",41.0,-123.5,Temperate Conifer Forests,Klamath-Siskiyou forests,0.5,27917,50
296.0,"Huron, Wyandot",44.0,-79.0,Temperate Broadleaf & Mixed Forests,Eastern Great Lakes lowland forests,0.5,501267,50
297.0,Ica dep.,-14.425999641418457,-75.274658203125,Deserts & Xeric Shrublands,Sechura desert,0.5,944,50
298.0,"Ifaluk, Lamotrek, Satawal",7.360000133514404,143.89999389648438,Tropical & Subtropical Moist Broadleaf Forests,Carolines tropical moist forests,5.0,115,50
299.0,Igbo; Isoko,5.5,7.0,Tropical & Subtropical Moist Broadleaf Forests,Cross-Niger transition forests,0.5,151,50
300.0,Iglulik,69.5,-84.0,Tundra,Canadian Middle Arctic Tundra,5.0,522,50
301.0,Ijaw,5.0,6.5,Tropical & Subtropical Moist Broadleaf Forests,Niger Delta swamp forests,0.5,134,50
302.0,Ijka,10.5,-73.5,Tropical & Subtropical Moist Broadleaf Forests,Santa Marta montane forests,0.5,1712,50
303.0,Ila,-15.5,27.0,Flooded Grasslands & Savannas,Zambezian flooded grasslands,0.5,677,50
304.0,"India, literary sources",24.649499893188477,83.537109375,Tropical & Subtropical Moist Broadleaf Forests,Lower Gangetic Plains moist deciduous forests,0.5,164,50
305.0,Ingalik,62.0,-160.0,Boreal Forests/Taiga,Interior Alaska-Yukon lowland taiga,2.0,5584,50
306.0,Ingrians,59.5,30.0,Boreal Forests/Taiga,Scandinavian and Russian taiga,0.5,221987,50
307.0,Ingush,43.30799865722656,45.890140533447266,"Temperate Grasslands, Savannas & Shrublands",Pontic steppe,0.5,5955,50
308.0,Inland Tlingit,60.0,-132.0,Boreal Forests/Taiga,Watson Highlands taiga,0.5,234,50
309.0,Iowa,41.5,-94.0,"Temperate Grasslands, Savannas & Shrublands",Central Tallgrass prairie,0.5,25298,50
310.0,Irakw,-4.5,35.20000076293945,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Southern Acacia-Commiphora bushlands and thickets,0.5,287,50
311.0,Iranxe,-13.0,-57.5,Tropical & Subtropical Moist Broadleaf Forests,Mato Grosso tropical dry forests,1.0,1808,50
312.0,Ireland,53.0,-8.0,Temperate Broadleaf & Mixed Forests,Celtic broadleaf forests,0.5,3957,50
313.0,Italians (continental),43.619449615478516,11.456049919128418,"Mediterranean Forests, Woodlands & Scrub",Italian sclerophyllous and semi-deciduous forests,0.5,57175,50
314.0,Jicaque,15.100000381469727,-88.0,Tropical & Subtropical Moist Broadleaf Forests,Central American Atlantic moist forests,0.5,29273,50
315.0,Jicarilla Apache,36.5,-104.0,"Temperate Grasslands, Savannas & Shrublands",Western shortgrass prairie,0.5,5752,50
316.0,Juang,23.25,85.25,Tropical & Subtropical Dry Broadleaf Forests,Chhota-Nagpur dry deciduous forests,0.5,377,50
317.0,Juruna,-7.0,-52.0,Tropical & Subtropical Moist Broadleaf Forests,Xingu-Tocantins-Araguaia moist forests,0.5,525,50
318.0,"Yucuna, Kabiyari",-1.0,-70.0,Tropical & Subtropical Moist Broadleaf Forests,Caqueta moist forests,2.0,292,50
319.0,Kabyle,36.20000076293945,3.299999952316284,"Mediterranean Forests, Woodlands & Scrub",Mediterranean woodlands and forests,0.5,2687,50
320.0,Kachin,26.0,97.5,Tropical & Subtropical Moist Broadleaf Forests,Northern Triangle subtropical forests,0.5,64,50
321.0,Kafirs,35.5,70.5,Montane Grasslands & Shrublands,Hindu Kush alpine meadow,2.0,1750,50
322.0,"Kaingang, Xokleng",-24.5,-50.0,Tropical & Subtropical Moist Broadleaf Forests,Araucaria moist forests,0.5,1301,50
323.0,Kalapuya,44.599998474121094,-123.0,"Temperate Grasslands, Savannas & Shrublands",Willamette Valley oak savanna,0.5,215177,50
324.0,"Kalenjin,Nande,Arusha",1.0,35.0,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Victoria Basin forest-savanna,0.5,1142,50
325.0,Kalmyk,46.427520751953125,45.549800872802734,Deserts & Xeric Shrublands,Caspian lowland desert,0.5,1543,50
326.0,Kamakan,-14.5,-40.5,Tropical & Subtropical Moist Broadleaf Forests,Bahia interior forests,0.5,2298,50
327.0,Kamaiura,-12.5,-54.0,Tropical & Subtropical Moist Broadleaf Forests,Mato Grosso tropical dry forests,0.5,57,50
328.0,Kamba,-2.0,39.0,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Northern Acacia-Commiphora bushlands and thickets,0.5,54,50
329.0,Kamchadal,54.044960021972656,158.0,Tundra,Kamchatka tundra,0.5,1293,50
330.0,New Caledonia,-21.5,164.5,Tropical & Subtropical Dry Broadleaf Forests,New Caledonia dry forests,0.5,5484,50
331.0,Kanamari,-7.0,-68.0,Tropical & Subtropical Moist Broadleaf Forests,Juruá-Purus moist forests,1.0,87,50
332.0,Candoshi,-4.0,-77.0,Tropical & Subtropical Moist Broadleaf Forests,Napo moist forests,1.0,223,50
334.0,Kanuri,12.871509552001953,12.296879768371582,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Sahelian Acacia savanna,2.0,1355,50
335.0,Kapingamarangi,1.0700000524520874,154.8000030517578,,,5.0,1028,50
336.0,Kara Kalpak,43.0,60.0,Deserts & Xeric Shrublands,Central Asian riparian woodlands,1.0,294,50
337.0,"Karachays, Balkar",44.03160095214844,41.58251953125,"Temperate Grasslands, Savannas & Shrublands",Pontic steppe,0.5,16318,50
338.0,Karelians,63.684391021728516,31.384769439697266,Boreal Forests/Taiga,Scandinavian and Russian taiga,1.0,1930,50
339.0,Karen,18.0,97.0,Tropical & Subtropical Moist Broadleaf Forests,Kayah-Karen montane rain forests,1.0,1774,50
340.0,Carijona,0.0,-72.0,Tropical & Subtropical Moist Broadleaf Forests,Caqueta moist forests,2.0,3622,50
341.0,Karok,42.0,-123.5,Temperate Conifer Forests,Klamath-Siskiyou forests,0.5,45594,50
342.0,Kashmiri,33.5,75.5,Temperate Broadleaf & Mixed Forests,Western Himalayan broadleaf forests,0.5,299,50
343.0,Kashubians,54.29999923706055,18.0,Temperate Broadleaf & Mixed Forests,Baltic mixed forests,0.5,32177,50
344.0,Kaska,60.5,-129.0,Boreal Forests/Taiga,Watson Highlands taiga,0.5,4460,50
345.0,"Katu, Bru",16.200000762939453,107.4000015258789,Tropical & Subtropical Moist Broadleaf Forests,Northern Vietnam lowland rain forests,0.5,1973,50
346.0,Kawaiisu,36.5,-118.0,Deserts & Xeric Shrublands,Mojave desert,0.5,29984,50
347.0,Kaxuyana,1.0,-57.5,Tropical & Subtropical Moist Broadleaf Forests,Uatumã-Trombetas moist forests,2.0,477,50
348.0,Kayabi,-12.0,-55.5,Tropical & Subtropical Moist Broadleaf Forests,Mato Grosso tropical dry forests,0.5,1384,50
349.0,"Kayan,Kenya,Bahau,""Klemantan""",0.0,116.0,Tropical & Subtropical Moist Broadleaf Forests,Sundaland heath forests,0.5,190,50
350.0,Kazakh,48.0,69.0,Deserts & Xeric Shrublands,Kazakh semi-desert,0.5,112,50
351.0,Volga (Kazan) Tatars,55.1885986328125,50.648441314697266,Temperate Broadleaf & Mixed Forests,East European forest steppe,0.5,3332,50
352.0,"Kechua: South Peru, Bolivia",-14.0,-71.5,Montane Grasslands & Shrublands,Central Andean wet puna,0.5,7973,50
353.0,"Kei,Tanimbar,Babar,Watubela",-7.5,131.5,Tropical & Subtropical Moist Broadleaf Forests,Banda Sea Islands moist deciduous forests,0.5,263,50
354.0,Kekchi; Mopan,16.5,-89.80000305175781,Tropical & Subtropical Moist Broadleaf Forests,Petén-Veracruz moist forests,0.5,7216,50
355.0,Kerek,62.599998474121094,178.0,Tundra,Russian Bering tundra,1.0,298,50
356.0,"Sukuma,Gusii,Kumbi",-3.0,33.0,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Southern Acacia-Commiphora bushlands and thickets,0.5,270,50
357.0,"Kete,Luba-Kasai,Kanioka",-7.0,22.5,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Southern Congolian forest-savanna,5.0,4224,50
358.0,"Ket, Yug",61.91809844970703,89.58203125,Boreal Forests/Taiga,East Siberian taiga,0.5,157,50
359.0,Khakas,53.5,90.0,Temperate Conifer Forests,Sayan montane conifer forests,0.5,987,50
360.0,Kharia,21.399999618530273,86.0999984741211,Tropical & Subtropical Moist Broadleaf Forests,East Deccan moist deciduous forests,0.5,280,50
361.0,Khasi,25.0,92.0,Tropical & Subtropical Moist Broadleaf Forests,Lower Gangetic Plains moist deciduous forests,0.5,3388,50
362.0,Khmer,13.0,104.0,Tropical & Subtropical Moist Broadleaf Forests,Tonle Sap freshwater swamp forests,0.5,8092,50
363.0,"Khmu, Puoc",20.0,102.0,Tropical & Subtropical Moist Broadleaf Forests,Northern Thailand-Laos moist deciduous forests,0.5,2029,50
364.0,Khoikhoi,-32.0,21.0,Deserts & Xeric Shrublands,Nama Karoo shrublands,0.5,1249,50
365.0,Khotan Saka,37.0,80.0,Deserts & Xeric Shrublands,Taklimakan desert,5.0,14616,50
366.0,Khwarezm Uzbek,41.70000076293945,60.5,Deserts & Xeric Shrublands,Central Asian riparian woodlands,0.5,551,50
367.0,Kikuyu,-1.0,37.0,Tropical & Subtropical Moist Broadleaf Forests,East African montane forests,0.5,26603,50
368.0,Kiliwa,31.0,-115.4000015258789,"Mediterranean Forests, Woodlands & Scrub",California montane chaparral and woodlands,0.5,15567,50
369.0,Kimberley Plateau,-16.0,126.0,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Kimberly tropical savanna,0.5,273,50
370.0,Kiowa,35.0,-100.0,"Temperate Grasslands, Savannas & Shrublands",Western shortgrass prairie,0.5,2605,50
371.0,Kiowa-Apache,36.0,-98.0,"Temperate Grasslands, Savannas & Shrublands",Central-Southern US mixed grasslands,0.5,27245,50
372.0,"Kirati (Rai,Limbu,Newar)",27.200000762939453,87.0,Temperate Broadleaf & Mixed Forests,Eastern Himalayan broadleaf forests,0.5,1533,50
373.0,Kirghiz,41.5,75.0,"Temperate Grasslands, Savannas & Shrublands",Tian Shan foothill arid steppe,0.5,1108,50
374.0,Kissi,8.399999618530273,-10.199999809265137,Tropical & Subtropical Moist Broadleaf Forests,Western Guinean lowland forests,0.5,105,50
375.0,Kitanemuk,35.0,-117.30000305175781,Deserts & Xeric Shrublands,Mojave desert,0.5,14725,50
376.0,"Klamath, Modoc",43.5,-122.0,Temperate Conifer Forests,Central-Southern Cascades Forests,0.5,22719,50
377.0,Kodiak,57.829071044921875,-152.98390197753906,Boreal Forests/Taiga,Alaska Peninsula montane taiga,0.5,1342,50
378.0,Cofan,0.30000001192092896,-77.0,Tropical & Subtropical Moist Broadleaf Forests,Napo moist forests,0.5,10031,50
379.0,Kogi,11.0,-74.0,Tropical & Subtropical Moist Broadleaf Forests,Santa Marta montane forests,0.5,30340,50
381.0,Komi,63.0,55.0,Boreal Forests/Taiga,Scandinavian and Russian taiga,1.0,456,50
382.0,Konds (Khonds),20.799999237060547,84.0,Tropical & Subtropical Dry Broadleaf Forests,North Deccan dry deciduous forests,0.5,164,50
383.0,Konkani,15.0,74.19999694824219,Tropical & Subtropical Moist Broadleaf Forests,North Western Ghats moist deciduous forests,0.5,21990,50
384.0,"Vai, Kone",7.0,-11.5,Tropical & Subtropical Moist Broadleaf Forests,Western Guinean lowland forests,0.5,711,50
385.0,Korea,37.72243881225586,127.06050109863281,Temperate Broadleaf & Mixed Forests,Central Korean deciduous forests,0.5,47493,50
386.0,Korku,22.0,77.0,Tropical & Subtropical Dry Broadleaf Forests,Narmada Valley dry deciduous forests,0.5,676,50
387.0,Xhosa,-32.5,26.5,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Drakensberg grasslands,0.5,10722,50
388.0,Koyukon,65.5999984741211,-154.0,Boreal Forests/Taiga,Interior Alaska-Yukon lowland taiga,2.0,88,50
389.0,"Kpelle, Kono",8.0,-9.0,Tropical & Subtropical Moist Broadleaf Forests,Western Guinean lowland forests,0.5,810,50
390.0,"Akposo,Akebu,Santrokofi",7.0,0.5,Tropical & Subtropical Moist Broadleaf Forests,Eastern Guinean forests,0.5,2024,50
391.0,Krache; Ga,8.0,0.0,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Guinean forest-savanna,1.0,510,50
392.0,Kru,6.0,-8.0,Tropical & Subtropical Moist Broadleaf Forests,Western Guinean lowland forests,0.5,152,50
393.0,Kubu,-2.5,103.5,Tropical & Subtropical Moist Broadleaf Forests,Sumatran lowland rain forests,0.5,216,50
394.0,Kutchin,68.45638275146484,-145.658203125,Tundra,Brooks-British Range tundra,0.5,122,50
395.0,"Kalapalo, Kuikuro",-13.5,-54.5,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Cerrado,1.0,232,50
396.0,Kumaoni (Central Pahari),29.5,80.0,Tropical & Subtropical Coniferous Forests,Himalayan subtropical pine forests,0.5,12914,50
397.0,Kumyk,43.0,47.20000076293945,"Temperate Grasslands, Savannas & Shrublands",Pontic steppe,0.5,30892,50
398.0,Kunama,15.0,37.29999923706055,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Sahelian Acacia savanna,1.0,122,50
399.0,Kurd,35.0,46.0,Temperate Broadleaf & Mixed Forests,Zagros Mountains forest steppe,0.5,429,50
400.0,Kutenai,50.0,-116.0,Temperate Conifer Forests,Northern Rockies conifer forests,0.5,22740,50
401.0,Kwakiutl,51.0,-127.30000305175781,Temperate Conifer Forests,Central Pacific Northwest coastal forests,0.5,13187,50
402.0,Labrador Eskimo,59.0,-70.0,Boreal Forests/Taiga,Eastern Canadian Shield taiga,0.5,77,50
403.0,Lacandon,17.200000762939453,-91.5,Tropical & Subtropical Moist Broadleaf Forests,Petén-Veracruz moist forests,0.5,9039,50
404.0,"Lahu,Sani,Nasu,Jino",23.0,102.0,Tropical & Subtropical Moist Broadleaf Forests,Northern Indochina subtropical forests,0.5,305,50
405.0,Lake Miwok,38.5,-122.69999694824219,"Mediterranean Forests, Woodlands & Scrub",California interior chaparral and woodlands,0.5,639163,50
406.0,Laks,42.099998474121094,47.099998474121094,Temperate Broadleaf & Mixed Forests,Caucasus mixed forests,0.5,9616,50
407.0,Lampung; S. Sumatra Malay,-5.0,105.0,Tropical & Subtropical Moist Broadleaf Forests,Sumatran lowland rain forests,0.5,1794,50
408.0,Lao,17.0,104.80000305175781,Tropical & Subtropical Dry Broadleaf Forests,Central Indochina dry forests,0.5,921,50
409.0,Latvians,56.5,23.5,Temperate Broadleaf & Mixed Forests,Sarmatic mixed forests,0.5,5732,50
410.0,"Lavrung,Jiarong,Qiang",31.5,103.0,Montane Grasslands & Shrublands,Southeast Tibet shrublands and meadows,0.5,735,50
411.0,"Lega, Bangubangu",-3.0,27.0,Tropical & Subtropical Moist Broadleaf Forests,Northeast Congolian lowland forests,2.0,1206,50
412.0,"Lele, Tobanga",9.5,16.0,"Tropical & Subtropical Grasslands, Savannas & Shrublands",East Sudanian savanna,2.0,1238,50
413.0,Lenape,40.5,-74.5,Temperate Broadleaf & Mixed Forests,Northeast US Coastal forests,0.5,725457,50
414.0,Lenca,14.199999809265137,-87.5,Tropical & Subtropical Coniferous Forests,Central American pine-oak forests,0.5,31947,50
415.0,Lepcha,27.100000381469727,83.69999694824219,Tropical & Subtropical Moist Broadleaf Forests,Upper Gangetic Plains moist deciduous forests,0.5,1354,50
416.0,"Letuama,Ufaina,Yahuna",-0.6000000238418579,-69.69999694824219,Tropical & Subtropical Moist Broadleaf Forests,Caqueta moist forests,2.0,3451,50
417.0,"Lezgians,Kiurin; Archin",41.400001525878906,47.599998474121094,Temperate Broadleaf & Mixed Forests,Caucasus mixed forests,0.5,4874,50
418.0,Lillooet,50.5,-122.80000305175781,Temperate Conifer Forests,British Columbia coastal conifer forests,0.5,31934,50
419.0,Lima dep.,-11.929019927978516,-76.63745880126953,Deserts & Xeric Shrublands,Sechura desert,0.5,42027,50
420.0,Limba,9.5,-11.800000190734863,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Guinean forest-savanna,0.5,339,50
421.0,Lingala,2.0,19.0,Tropical & Subtropical Moist Broadleaf Forests,Western Congolian swamp forests,1.0,126,50
422.0,Lipan Apache,30.0,-100.0,"Temperate Grasslands, Savannas & Shrublands",Edwards Plateau savanna,0.5,76976,50
423.0,"Lisu, Lolo,Yi,Achang",26.0,101.0,Tropical & Subtropical Moist Broadleaf Forests,Yunnan Plateau subtropical evergreen forests,0.5,56,50
424.0,Lithuanians,55.29999923706055,24.0,Temperate Broadleaf & Mixed Forests,Sarmatic mixed forests,0.5,30029,50
425.0,Livonians,57.70587158203125,22.550559997558594,Temperate Broadleaf & Mixed Forests,Sarmatic mixed forests,0.5,2489,50
426.0,"Klallam,Lkungen",48.0,-122.0,Temperate Conifer Forests,Puget lowland forests,0.5,410614,50
427.0,Lobi,10.5,-3.4000000953674316,"Tropical & Subtropical Grasslands, Savannas & Shrublands",West Sudanian savanna,1.0,111,50
428.0,Locono,6.0,-57.0,Mangroves,Amazon-Orinoco-Southern Caribbean mangroves,0.5,755,50
429.0,Lower Amazon,-2.0,-53.0,Tropical & Subtropical Moist Broadleaf Forests,Gurupa várzea,0.5,395,50
430.0,"Chehalis, Cowlitz",47.1197509765625,-123.53849792480469,Temperate Conifer Forests,Central Pacific Northwest coastal forests,0.5,39361,50
431.0,Lower Chinook,46.96636962890625,-123.9009017944336,Temperate Conifer Forests,Central Pacific Northwest coastal forests,0.5,25519,50
432.0,Loyalty,-21.0,167.1999969482422,Tropical & Subtropical Moist Broadleaf Forests,New Caledonia rain forests,0.5,2431,50
433.0,"Lozi,Rotse,Lui,Subia",-15.0,22.5,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Zambezian Baikiaea woodlands,0.5,486,50
434.0,"Luba,Bena,Tabwa",-7.0,26.0,"Tropical & Subtropical Grasslands, Savannas & Shrublands",Central Zambezian wet miombo woodlands,2.0,90,50
